,file,language,header1,header2,paragraph
1071,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,h As superfícies do aparelho aquecerão. O calor residual manterá as superfícies quentes após a utilização.
1072,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,Não submirja o corpo do aparelho em líquido.
1073,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,"Se o cabo estiver danificado, o fabricante, o seu agente de assistência técnica ou qualquer profissional devidamente qualificado deverá substituí-lo para se evitarem riscos."
1074,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,A superfície da resistência está sujeita a calor residual após a utilização.
1075,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,A máquina de café não deverá estar num armário durante a utilização.
1076,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,"Use o aparelho de acordo com estas instruções. Qualquer uso indevido poderá causar ferimentos, choques elétricos ou outros perigos potenciais."
1077,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,"Este aparelho pode ser usado por pessoas com capacidades físicas, sensoriais ou mentais reduzidas ou falta de experiência e conhecimentos se estiverem sob supervisão ou tenham recebido instruções relativamente à utilização do aparelho de uma forma segura e compreendam os perigos envolvidos."
1078,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,"Este aparelho deve ser usado em ambientes domésticos e em aplicações semelhantes, tais como:"
1079,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,"• áreas de cozinha de funcionários em lojas, escritórios e outros ambientes profissionais;"
1080,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,"• por clientes em hotéis, motéis e outros ambientes de tipo residencial;"
1081,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,• ambientes tipo pensões ou pousadas;
1082,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,• quintas.
1083,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,"b No utilice el aparato cerca de bañeras, duchas, lavabos u otros recipientes que contengan agua."
1084,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,"• Coloque o aparelho numa superfície estável, plana, resistente ao calor."
1085,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,• Não utilize o aparelho para quaisquer outras finalidades senão as descritas nestas instruções.
1086,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MEDIDAS DE PRECAUÇÃO IMPORTANTES,,• Não utilize o aparelho se estiver danificado ou defeituoso.
1087,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PEÇAS,,1. 
1088,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PEÇAS,,Recipiente de grãos de café e tampa2. 
1089,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PEÇAS,,Controlo de moagem3. 
1090,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PEÇAS,,Reservatório de água4. 
1091,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PEÇAS,,Visor5. 
1092,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PEÇAS,,Painel de controlo6. 
1093,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PEÇAS,,Placa de aquecimento7. 
1094,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PEÇAS,,Jarro8. 
1095,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PEÇAS,,Compartimento do suporte do filtro9. 
1096,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PEÇAS,,Porta filtro10. Filtro de papel n°4 (não incluído)11. 
1097,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PEÇAS,,Escova de limpeza
1098,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,ANTES DE UTILIZAR PELA PRIMEIRA VEZ,,"Siga as instruções UTILIZAR O MODO DE CAFÉ JÁ MOÍDO, mas SEM adicionar um filtro de papel ou café. Quando a água tiver efetuado o ciclo pela máquina, elimine-a. Lave e seque o jarro."
1099,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,COMPARTIMENTO PARA O CABO,,O cabo elétrico em excesso pode ser empurrado novamente para dentro do corpo do aparelho para ser armazenado.
1100,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,COMPARTIMENTO PARA O CABO,,Guarde o cabo em excesso empurrando-o novamente para dentro do corpo do aparelho.
1101,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PROGRAMAR O RELÓGIO,,"Não é necessário acertar o relógio para usar a sua máquina de café, mas terá de acertá-lo se quiser usar as funções do temporizador."
1102,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PROGRAMAR O RELÓGIO,,1. 
1103,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PROGRAMAR O RELÓGIO,,Ligue a ficha à tomada elétrica.
1104,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PROGRAMAR O RELÓGIO,,2. 
1105,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PROGRAMAR O RELÓGIO,,A indicação 12:00 irá piscar no visor. 
1106,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PROGRAMAR O RELÓGIO,,3. 
1107,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PROGRAMAR O RELÓGIO,,Use os botões hr (hora) e min (minutos) para regular a hora correta no formato de 24 horas.
1108,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PROGRAMAR O RELÓGIO,,• O relógio manterá as suas definições até a ficha da máquina de café ser desligada da tomada elétrica.
1109,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,PROGRAMAR O RELÓGIO,,"• Use os botões hr (hora) e min (minutos) para definir uma nova hora. Se não premir os botões hr (hora) ou min (minutos) num prazo de 15 segundos, a máquina de café voltará a apresentar a hora definida anteriormente."
1110,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,CONTROLOS,"hr, minUtilizado para programar o tempo (horas e minutos)bbUtilizado para selecionar a intensidade do café. Para o modo Moagem e Infusão, as opções são: "
1111,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,CONTROLOS,b normal bb média bbb forte. 
1112,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,CONTROLOS,"O valor predefinido é bb. Para o modo de café já moído, as opções são DESLIGADO ou LIGADO.  "
1113,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,CONTROLOS,gO número de chávenas de café que estão a ser preparadas (apenas modo Moagem e Infusão). Seleciona a quantidade de café que vai ser moído com base na quantidade de água existente no reservatório. Opções: 
1114,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,CONTROLOS,", , ,  e . O valor predefinido é ."
1115,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,CONTROLOS,YUtilizado para programar o temporizador.
1116,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,CONTROLOS,sModo de seleção. Este botão seleciona o modo Moagem e Infusão (o visor apresentará g) ou o modo de café já moído (o visor apresentará s). 
1117,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,CONTROLOS,+Inicia o processo de infusão.
1118,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,CONTROLOS,cInicia o modo de limpeza automática.
1119,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,ÍCONES DO VISOR,"b,  bb,  bbbApresenta a intensidade do café atualmente selecionada. Para o modo Moagem e Infusão, o visor apresenta: "
1120,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,ÍCONES DO VISOR,"b normal bb média bbb forte. Para o modo de café já moído, se o modo de intensidade estiver definido em DESLIGADO, o ícone b não será apresentado. Se o modo de intensidade estiver definido em LIGADO, o visor irá apresentar b. "
1121,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,ÍCONES DO VISOR,", , ,  e Apresenta o número selecionado de chávenas de café que estão a ser preparadas atualmente (apenas modo Moagem e Infusão)."
1122,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,ÍCONES DO VISOR,gModo Moagem e Infusão selecionadosModo de café já moído selecionado.
1123,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CONTROLOS E VISOR,ÍCONES DO VISOR,CLE cA máquina necessita de ser limpa. Utilize a função de limpeza automática.
1124,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MODOS DE FUNCIONAMENTO,,A sua máquina de café tem dois modos de funcionamento. 
1125,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MODOS DE FUNCIONAMENTO,MODO MOAGEM E INFUSÃO,Este modo utiliza grãos de café frescos para fazer café.
1126,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,MODOS DE FUNCIONAMENTO,MODO DE CAFÉ JÁ MOÍDO,Este modo utiliza café já moído adicionado diretamente ao filtro para preparar o café.
1127,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,"A qualidade e sabor do seu café são determinados pelo tipo de grãos, tamanhos de moagem e tempo de preparação. Recomendamos que experimente o tamanho de moagem e o botão de intensidade do café até encontrar as definições que mais lhe agradem. "
1128,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,1. 
1129,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,"Para selecionar o modo Moagem e Infusão, prima o botão s até o ícone g ser apresentado no visor. "
1130,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,2. 
1131,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,"Encha o reservatório com a quantidade necessária de água. Tenha em atenção que durante o ciclo de infusão, TODA a água que colocar no reservatório será utilizada."
1132,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,3. 
1133,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,Abra o compartimento do filtro e coloque um filtro de papel n.º 4 no porta filtro. Feche o compartimento.
1134,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,4. 
1135,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,"Abra a tampa do recipiente de grãos de café e encha-o com grãos de café frescos. Não encha demasiado o recipiente, caso contrário, não conseguirá colocar novamente a tampa. O vedante da tampa ajudará a manter os grãos de café frescos entre utilizações."
1136,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,5. 
1137,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,"Rode o controlo de moagem para a posição pretendida (l fino, l médio e l grosso)."
1138,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,6. 
1139,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,"Prima o botão g para selecionar o número de chávenas que está a preparar. A posição que escolher irá depender da quantidade de água que adicionou ao reservatório. Por exemplo, se encheu o reservatório até à marca de  chávenas, defina também o número de chávenas em . A predefinição é ."
1140,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,7. 
1141,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,Selecione a intensidade do café pretendida com o botão bb. A predefinição é bb.
1142,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,8. 
1143,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,"Prima o botão + para começar a preparar o café. Passado pouco tempo, o moinho começará a funcionar e a luz em torno do botão começará a piscar durante a preparação do café."
1144,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,9. 
1145,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO MOAGEM E INFUSÃO,,"Quando o café estiver pronto, a luz deixará de piscar e permanecerá acesa. "
1146,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,1. 
1147,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,"Para selecionar o modo de café já moído, prima o botão s até o ícone s ser apresentado no visor. "
1148,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,2. 
1149,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,"Encha o reservatório com a quantidade necessária de água. Tenha em atenção que durante o ciclo de infusão, TODA a água que colocar no reservatório será utilizada."
1150,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,3. 
1151,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,Abra o compartimento do filtro e coloque um filtro de papel n.º 4 no porta filtro.
1152,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,4. 
1153,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,"Para cada chávena grande, adicione 6 g de café moído ao filtro. A quantidade de café moído que escolher irá depender da quantidade de água que adicionou ao reservatório. Por exemplo, se encheu o reservatório até à marca de  chávenas, adicione  medidas de café moído."
1154,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,5. 
1155,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,Feche o compartimento do filtro.
1156,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,GBDEFRNLITESPTDKSENOFIRUCZSKPLHRSIGRHUTRROBGAE6. 
1157,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,Selecione a intensidade do café pretendida com o botão bb.   A predefinição é DESLIGADO. Definir a intensidade do café em LIGADO irá preparar uma infusão mais forte ao reduzir a velocidade com que a água passa através do café já moído.
1158,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,7. 
1159,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,"Prima o botão + para começar a preparar o café. Passado pouco tempo, o moinho começará a funcionar e a luz em torno do botão começará a piscar durante a preparação do café."
1160,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,8. 
1161,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,UTILIZAR O MODO DE CAFÉ JÁ MOÍDO,,"Quando o café estiver pronto, a luz deixará de piscar e permanecerá acesa. "
1162,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,AQUECIMENTO,,"• Depois de preparado, a placa de aquecimento manterá o café quente durante 40 minutos. O modo de aquecimento é indicado pela luz que se acende em volta do botão C. A luz desliga-se passados 40 minutos. "
1163,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,Nota: certifique-se de que o relógio está acertado com a hora correta. Use os botões hr (hora) e min (minutos).
1164,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,1. 
1165,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,"Prepare a máquina de café de acordo com o modo que está a usar, mas não prima o botão + para começar a preparar o café."
1166,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,2. 
1167,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,Prima o botão Y. O botão irá piscar e o ícone Y ficará intermitente no visor.
1168,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,3. 
1169,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,"Nos 10 segundos após premir o botão Y, use os botões hr (hora) e min (minutos) para introduzir a hora a que pretende que a sua máquina comece a preparar o café."
1170,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,4. 
1171,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,"Se anteriormente já tiver sido programada uma hora, esta piscará no visor, caso contrário apresentará a predefinição de 8:00."
1172,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,5. 
1173,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,"Nos 10 segundos após concluir a introdução da hora, o botão Y deixará de piscar e ficará aceso. O ícone Y no visor também deixará de piscar e ficará aceso. A sua máquina de café está agora programada para preparar café à hora que introduziu."
1174,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,"• Se quiser verificar a hora programada, prima o botão Y. A hora programada será apresentada durante 3 segundos e, em seguida, o visor regressará à hora do dia. "
1175,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,"• Se pretender cancelar o temporizador antes de a infusão começar, prima o botão Y sem soltar durante 5 segundos até a luz Y se apagar e o ícone Y desaparecer do visor."
1176,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,USAR O TEMPORIZADOR,,"• Se quiser parar o aparelho durante a infusão, prima o botão +."
1177,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CHÁVENA RÁPIDA,,Se quiser uma chávena de café rápida antes de o ciclo de infusão ter terminado:
1178,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CHÁVENA RÁPIDA,,1. 
1179,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CHÁVENA RÁPIDA,,Pode retirar o jarro a qualquer altura. A válvula antigotejamento previne que o café goteje para a placa quente.
1180,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CHÁVENA RÁPIDA,,2. 
1181,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CHÁVENA RÁPIDA,,"Para prevenir que o suporte de filtro transborde, volte a colocar o jarro dentro de cerca de 20 segundos. "
1182,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CHÁVENA RÁPIDA,,3. 
1183,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CHÁVENA RÁPIDA,,"Quando volta a colocar o jarro, a válvula antigotejamento abre para dar passagem ao café restante."
1184,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA GERAL,1. 
1185,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA GERAL,Desligue o aparelho da corrente elétrica e aguarde que arrefeça.
1186,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA GERAL,2. 
1187,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA GERAL,Despeje o conteúdo do porta-filtro no lixo.
1188,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA GERAL,3. 
1189,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA GERAL,Limpe todas as superfícies com um pano limpo e húmido.
1190,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA GERAL,4. 
1191,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA GERAL,Lave o jarro e o porta filtro à mão. Limpe o recipiente com papel de cozinha.
1192,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA GERAL,5. 
1193,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA GERAL,"Limpe a área sombreada na Fig. H com papel de cozinha húmido. Se necessário, utilize a escova para libertar quaisquer resíduos de café."
1194,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA GERAL,"Nota: Se não tiver utilizado a sua máquina de café durante mais de 4 semanas, recomendamos que siga os passos descritos em ANTES DA PRIMEIRA UTILIZAÇÃO antes de preparar café novamente."
1195,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,"O moinho pode ser desmontado para permitir a sua limpeza. Se tentar desmontar o moinho sem retirar primeiro quaisquer grãos de café nele existentes, terá muita dificuldade em montá-lo de novo corretamente. O moinho não pode ser limpo se a máquina de café estiver em modo de aquecimento. Siga estes passos:"
1196,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,1. 
1197,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,Rode o recipiente de grãos de café e a tampa para a esquerda até o símbolo d ficar alinhado com o símbolo u (Fig. A).  
1198,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,2. 
1199,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,"Retire o recipiente puxando-o para cima, remova a tampa e quaisquer grãos de café nele contidos. Limpe o recipiente com papel de cozinha."
1200,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,3. 
1201,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,"Coloque novamente a tampa e o recipiente na máquina de café, alinhando o símbolo d com o símbolo u. Rode o recipiente para a direita até o símbolo d ficar alinhado com o símbolo l (Fig. B)."
1202,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,4. 
1203,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,Rode o controlo de moagem para a posição fina (l).
1204,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,5. 
1205,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,Prima o botão g para selecionar a posição de  chávenas.
1206,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,6. 
1207,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,"Prima o botão +. Depois de alguns momentos, o moinho começará a funcionar. Quando tiver parado, prima o botão + até a luz + se desligar."
1208,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,7. 
1209,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,Siga novamente o passo 1 para remover o recipiente de grãos de café.
1210,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,8. 
1211,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,Rode o controlo de moagem para a posição r (Fig. C). 
1212,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,9. 
